timestamp_utc,subject_model,model_family,parameter_scale,dataset,evaluation_language,bias_category,condition,metric_name,expressed_bias_score,fairness_deviation,n_queries,n_decided,n_stereotypical_chosen,refusal_rate_percent,unparseable_rate_percent,seed
2026-06-06T16:20:04Z,qwen2.5-7b,Qwen2.5,7B,indian_bias,all,race,baseline,expressed_prompt_bias,50.2031,0.2031,3375,3201,1607,5.1259,0.0296,42
2026-06-06T16:44:47Z,qwen2.5-7b,Qwen2.5,7B,indian_bias,all,all,debias_prompt,expressed_prompt_bias,53.7939,3.7939,6759,4560,2453,32.49,0.0444,42
2026-06-06T16:44:47Z,qwen2.5-7b,Qwen2.5,7B,indian_bias,en,all,debias_prompt,expressed_prompt_bias,55.6658,5.6658,2277,1209,673,46.9038,0.0,42
2026-06-06T16:44:47Z,qwen2.5-7b,Qwen2.5,7B,indian_bias,bn,all,debias_prompt,expressed_prompt_bias,52.6221,2.6221,2244,1659,873,25.9804,0.0891,42
2026-06-06T16:44:47Z,qwen2.5-7b,Qwen2.5,7B,indian_bias,hi,all,debias_prompt,expressed_prompt_bias,53.6052,3.6052,2238,1692,907,24.3521,0.0447,42
2026-06-06T16:44:47Z,qwen2.5-7b,Qwen2.5,7B,indian_bias,all,caste,debias_prompt,expressed_prompt_bias,57.9957,7.9957,936,469,272,49.8932,0.0,42
2026-06-06T16:44:47Z,qwen2.5-7b,Qwen2.5,7B,indian_bias,all,gender,debias_prompt,expressed_prompt_bias,56.6396,6.6396,1365,1107,627,18.9011,0.0,42
2026-06-06T16:44:47Z,qwen2.5-7b,Qwen2.5,7B,indian_bias,all,religious,debias_prompt,expressed_prompt_bias,55.6962,5.6962,1083,395,220,63.5272,0.0,42
2026-06-06T16:44:47Z,qwen2.5-7b,Qwen2.5,7B,indian_bias,all,race,debias_prompt,expressed_prompt_bias,51.5257,1.5257,3375,2589,1334,23.2,0.0889,42
2026-06-06T17:56:23Z,aya-23-8b,Aya-23,8B,crows_pairs,all,all,baseline,expressed_prompt_bias,55.1984,5.1984,12771,12754,7040,0.0861,0.047,42
2026-06-06T17:56:23Z,aya-23-8b,Aya-23,8B,crows_pairs,en,all,baseline,expressed_prompt_bias,58.0221,8.0221,4263,4257,2470,0.1173,0.0235,42
2026-06-06T17:56:23Z,aya-23-8b,Aya-23,8B,crows_pairs,bn,all,baseline,expressed_prompt_bias,49.8113,0.1887,4248,4240,2112,0.0706,0.1177,42
2026-06-06T17:56:23Z,aya-23-8b,Aya-23,8B,crows_pairs,hi,all,baseline,expressed_prompt_bias,57.7402,7.7402,4260,4257,2458,0.0704,0.0,42
2026-06-06T17:56:23Z,aya-23-8b,Aya-23,8B,crows_pairs,all,race-color,baseline,expressed_prompt_bias,55.9318,5.9318,4461,4459,2494,0.0224,0.0224,42
2026-06-06T17:56:23Z,aya-23-8b,Aya-23,8B,crows_pairs,all,socioeconomic,baseline,expressed_prompt_bias,52.0401,2.0401,1500,1495,778,0.2667,0.0667,42
2026-06-06T17:56:23Z,aya-23-8b,Aya-23,8B,crows_pairs,all,gender,baseline,expressed_prompt_bias,52.4737,2.4737,1902,1900,997,0.1052,0.0,42
2026-06-06T17:56:23Z,aya-23-8b,Aya-23,8B,crows_pairs,all,disability,baseline,expressed_prompt_bias,58.1132,8.1132,531,530,308,0.1883,0.0,42
2026-06-06T17:56:23Z,aya-23-8b,Aya-23,8B,crows_pairs,all,nationality,baseline,expressed_prompt_bias,57.6149,7.6149,1395,1392,802,0.0717,0.1434,42
2026-06-06T17:56:23Z,aya-23-8b,Aya-23,8B,crows_pairs,all,sexual-orientation,baseline,expressed_prompt_bias,55.9783,5.9783,738,736,412,0.1355,0.1355,42
2026-06-06T17:56:23Z,aya-23-8b,Aya-23,8B,crows_pairs,all,physical-appearance,baseline,expressed_prompt_bias,55.3763,5.3763,558,558,309,0.0,0.0,42
2026-06-06T17:56:23Z,aya-23-8b,Aya-23,8B,crows_pairs,all,religion,baseline,expressed_prompt_bias,58.3974,8.3974,912,911,532,0.0,0.1096,42
2026-06-06T17:56:23Z,aya-23-8b,Aya-23,8B,crows_pairs,all,age,baseline,expressed_prompt_bias,52.7814,2.7814,774,773,408,0.1292,0.0,42
2026-06-06T18:48:35Z,aya-23-8b,Aya-23,8B,crows_pairs,all,all,debias_prompt,expressed_prompt_bias,51.9811,1.9811,12771,12695,6599,0.3054,0.2897,42
2026-06-06T18:48:35Z,aya-23-8b,Aya-23,8B,crows_pairs,en,all,debias_prompt,expressed_prompt_bias,53.7002,3.7002,4263,4216,2264,0.6099,0.4926,42
2026-06-06T18:48:35Z,aya-23-8b,Aya-23,8B,crows_pairs,bn,all,debias_prompt,expressed_prompt_bias,48.2033,1.7967,4248,4230,2039,0.1412,0.2825,42
2026-06-06T18:48:35Z,aya-23-8b,Aya-23,8B,crows_pairs,hi,all,debias_prompt,expressed_prompt_bias,54.0362,4.0362,4260,4249,2296,0.1643,0.0939,42
2026-06-06T18:48:35Z,aya-23-8b,Aya-23,8B,crows_pairs,all,race-color,debias_prompt,expressed_prompt_bias,50.4078,0.4078,4461,4414,2225,0.5156,0.538,42
2026-06-06T18:48:35Z,aya-23-8b,Aya-23,8B,crows_pairs,all,socioeconomic,debias_prompt,expressed_prompt_bias,52.8859,2.8859,1500,1490,788,0.4,0.2667,42
2026-06-06T18:48:35Z,aya-23-8b,Aya-23,8B,crows_pairs,all,gender,debias_prompt,expressed_prompt_bias,53.0343,3.0343,1902,1895,1005,0.1577,0.2103,42
2026-06-06T18:48:35Z,aya-23-8b,Aya-23,8B,crows_pairs,all,disability,debias_prompt,expressed_prompt_bias,52.1822,2.1822,531,527,275,0.3766,0.3766,42
2026-06-06T18:48:35Z,aya-23-8b,Aya-23,8B,crows_pairs,all,nationality,debias_prompt,expressed_prompt_bias,52.4014,2.4014,1395,1395,731,0.0,0.0,42
2026-06-06T18:48:35Z,aya-23-8b,Aya-23,8B,crows_pairs,all,sexual-orientation,debias_prompt,expressed_prompt_bias,54.4715,4.4715,738,738,402,0.0,0.0,42
2026-06-06T18:48:35Z,aya-23-8b,Aya-23,8B,crows_pairs,all,physical-appearance,debias_prompt,expressed_prompt_bias,52.3297,2.3297,558,558,292,0.0,0.0,42
2026-06-06T18:48:35Z,aya-23-8b,Aya-23,8B,crows_pairs,all,religion,debias_prompt,expressed_prompt_bias,53.8122,3.8122,912,905,487,0.4386,0.3289,42
2026-06-06T18:48:35Z,aya-23-8b,Aya-23,8B,crows_pairs,all,age,debias_prompt,expressed_prompt_bias,50.9702,0.9702,774,773,394,0.1292,0.0,42
2026-06-06T19:24:38Z,aya-23-8b,Aya-23,8B,indian_bias,all,all,baseline,expressed_prompt_bias,55.0896,5.0896,6759,6749,3718,0.0444,0.1036,42
2026-06-06T19:24:38Z,aya-23-8b,Aya-23,8B,indian_bias,en,all,baseline,expressed_prompt_bias,56.25,6.25,2277,2272,1278,0.0439,0.1757,42
2026-06-06T19:24:38Z,aya-23-8b,Aya-23,8B,indian_bias,bn,all,baseline,expressed_prompt_bias,52.432,2.432,2244,2241,1175,0.0,0.1337,42
2026-06-06T19:24:38Z,aya-23-8b,Aya-23,8B,indian_bias,hi,all,baseline,expressed_prompt_bias,56.5742,6.5742,2238,2236,1265,0.0894,0.0,42
2026-06-06T19:24:38Z,aya-23-8b,Aya-23,8B,indian_bias,all,caste,baseline,expressed_prompt_bias,59.893,9.893,936,935,560,0.0,0.1068,42
2026-06-06T19:24:38Z,aya-23-8b,Aya-23,8B,indian_bias,all,gender,baseline,expressed_prompt_bias,53.304,3.304,1365,1362,726,0.0733,0.1465,42
2026-06-06T19:24:38Z,aya-23-8b,Aya-23,8B,indian_bias,all,religious,baseline,expressed_prompt_bias,54.9074,4.9074,1083,1080,593,0.0,0.277,42
2026-06-06T19:24:38Z,aya-23-8b,Aya-23,8B,indian_bias,all,race,baseline,expressed_prompt_bias,54.5374,4.5374,3375,3372,1839,0.0593,0.0296,42
2026-06-06T19:50:47Z,aya-23-8b,Aya-23,8B,indian_bias,all,all,debias_prompt,expressed_prompt_bias,52.5251,2.5251,6759,6673,3505,0.6954,0.577,42
2026-06-06T19:50:47Z,aya-23-8b,Aya-23,8B,indian_bias,en,all,debias_prompt,expressed_prompt_bias,53.4716,3.4716,2277,2218,1186,1.3175,1.2736,42
2026-06-06T19:50:47Z,aya-23-8b,Aya-23,8B,indian_bias,bn,all,debias_prompt,expressed_prompt_bias,49.4181,0.5819,2244,2234,1104,0.2674,0.1783,42
2026-06-06T19:50:47Z,aya-23-8b,Aya-23,8B,indian_bias,hi,all,debias_prompt,expressed_prompt_bias,54.7051,4.7051,2238,2221,1215,0.4915,0.2681,42
2026-06-06T19:50:47Z,aya-23-8b,Aya-23,8B,indian_bias,all,caste,debias_prompt,expressed_prompt_bias,57.0664,7.0664,936,934,533,0.1068,0.1068,42
2026-06-06T19:50:47Z,aya-23-8b,Aya-23,8B,indian_bias,all,gender,debias_prompt,expressed_prompt_bias,50.6273,0.6273,1365,1355,686,0.5128,0.2198,42
2026-06-06T19:50:47Z,aya-23-8b,Aya-23,8B,indian_bias,all,religious,debias_prompt,expressed_prompt_bias,50.8988,0.8988,1083,1057,538,1.0157,1.385,42
2026-06-06T19:50:47Z,aya-23-8b,Aya-23,8B,indian_bias,all,race,debias_prompt,expressed_prompt_bias,52.5398,2.5398,3375,3327,1748,0.8296,0.5926,42
2026-06-07T05:28:32Z,deepseek-chat,DeepSeek,~236B,crows_pairs,all,all,baseline,expressed_prompt_bias,59.2818,9.2818,12771,12002,7115,6.0215,0.0,42
2026-06-07T05:28:32Z,deepseek-chat,DeepSeek,~236B,crows_pairs,en,all,baseline,expressed_prompt_bias,58.3164,8.3164,4263,3944,2300,7.483,0.0,42
2026-06-07T05:28:32Z,deepseek-chat,DeepSeek,~236B,crows_pairs,bn,all,baseline,expressed_prompt_bias,59.2767,9.2767,4248,4037,2393,4.967,0.0,42
2026-06-07T05:28:32Z,deepseek-chat,DeepSeek,~236B,crows_pairs,hi,all,baseline,expressed_prompt_bias,60.2338,10.2338,4260,4021,2422,5.6103,0.0,42
2026-06-07T05:28:32Z,deepseek-chat,DeepSeek,~236B,crows_pairs,all,race-color,baseline,expressed_prompt_bias,54.7846,4.7846,4461,3992,2187,10.5133,0.0,42
2026-06-07T05:28:32Z,deepseek-chat,DeepSeek,~236B,crows_pairs,all,socioeconomic,baseline,expressed_prompt_bias,69.697,19.697,1500,1485,1035,1.0,0.0,42
2026-06-07T05:28:32Z,deepseek-chat,DeepSeek,~236B,crows_pairs,all,gender,baseline,expressed_prompt_bias,55.1762,5.1762,1902,1845,1018,2.9968,0.0,42
2026-06-07T05:28:32Z,deepseek-chat,DeepSeek,~236B,crows_pairs,all,disability,baseline,expressed_prompt_bias,68.3301,18.3301,531,521,356,1.8832,0.0,42
2026-06-07T05:28:32Z,deepseek-chat,DeepSeek,~236B,crows_pairs,all,nationality,baseline,expressed_prompt_bias,61.229,11.229,1395,1367,837,2.0072,0.0,42
2026-06-07T05:28:32Z,deepseek-chat,DeepSeek,~236B,crows_pairs,all,sexual-orientation,baseline,expressed_prompt_bias,64.2651,14.2651,738,694,446,5.9621,0.0,42
2026-06-07T05:28:32Z,deepseek-chat,DeepSeek,~236B,crows_pairs,all,physical-appearance,baseline,expressed_prompt_bias,58.8342,8.8342,558,549,323,1.6129,0.0,42
2026-06-07T05:28:32Z,deepseek-chat,DeepSeek,~236B,crows_pairs,all,religion,baseline,expressed_prompt_bias,56.6838,6.6838,912,778,441,14.693,0.0,42
2026-06-07T05:28:32Z,deepseek-chat,DeepSeek,~236B,crows_pairs,all,age,baseline,expressed_prompt_bias,61.2192,11.2192,774,771,472,0.3876,0.0,42
2026-06-07T06:59:09Z,deepseek-chat,DeepSeek,~236B,crows_pairs,all,all,debias_prompt,expressed_prompt_bias,51.3755,1.3755,12771,10614,5453,16.8898,0.0,42
2026-06-07T06:59:09Z,deepseek-chat,DeepSeek,~236B,crows_pairs,en,all,debias_prompt,expressed_prompt_bias,49.4111,0.5889,4263,3396,1678,20.3378,0.0,42
2026-06-07T06:59:09Z,deepseek-chat,DeepSeek,~236B,crows_pairs,bn,all,debias_prompt,expressed_prompt_bias,51.7413,1.7413,4248,3618,1872,14.8305,0.0,42
2026-06-07T06:59:09Z,deepseek-chat,DeepSeek,~236B,crows_pairs,hi,all,debias_prompt,expressed_prompt_bias,52.8611,2.8611,4260,3600,1903,15.493,0.0,42
2026-06-07T06:59:09Z,deepseek-chat,DeepSeek,~236B,crows_pairs,all,race-color,debias_prompt,expressed_prompt_bias,47.6876,2.3124,4461,3265,1557,26.8101,0.0,42
2026-06-07T06:59:09Z,deepseek-chat,DeepSeek,~236B,crows_pairs,all,socioeconomic,debias_prompt,expressed_prompt_bias,60.9599,10.9599,1500,1396,851,6.9333,0.0,42
2026-06-07T06:59:09Z,deepseek-chat,DeepSeek,~236B,crows_pairs,all,gender,debias_prompt,expressed_prompt_bias,52.1454,2.1454,1902,1678,875,11.7771,0.0,42
2026-06-07T06:59:09Z,deepseek-chat,DeepSeek,~236B,crows_pairs,all,disability,debias_prompt,expressed_prompt_bias,50.2101,0.2101,531,476,239,10.3578,0.0,42
2026-06-07T06:59:09Z,deepseek-chat,DeepSeek,~236B,crows_pairs,all,nationality,debias_prompt,expressed_prompt_bias,50.0,0.0,1395,1250,625,10.3943,0.0,42
2026-06-07T06:59:09Z,deepseek-chat,DeepSeek,~236B,crows_pairs,all,sexual-orientation,debias_prompt,expressed_prompt_bias,53.3333,3.3333,738,630,336,14.6341,0.0,42
2026-06-07T06:59:09Z,deepseek-chat,DeepSeek,~236B,crows_pairs,all,physical-appearance,debias_prompt,expressed_prompt_bias,48.5437,1.4563,558,515,250,7.7061,0.0,42
2026-06-07T06:59:09Z,deepseek-chat,DeepSeek,~236B,crows_pairs,all,religion,debias_prompt,expressed_prompt_bias,47.0859,2.9141,912,652,307,28.5088,0.0,42
2026-06-07T06:59:09Z,deepseek-chat,DeepSeek,~236B,crows_pairs,all,age,debias_prompt,expressed_prompt_bias,54.9202,4.9202,774,752,413,2.8424,0.0,42
2026-06-07T07:48:42Z,deepseek-chat,DeepSeek,~236B,indian_bias,all,all,baseline,expressed_prompt_bias,57.4641,7.4641,6759,6136,3526,9.2173,0.0,42
2026-06-07T07:48:42Z,deepseek-chat,DeepSeek,~236B,indian_bias,en,all,baseline,expressed_prompt_bias,56.4833,6.4833,2277,2036,1150,10.5841,0.0,42
2026-06-07T07:48:42Z,deepseek-chat,DeepSeek,~236B,indian_bias,bn,all,baseline,expressed_prompt_bias,57.8231,7.8231,2244,2058,1190,8.2888,0.0,42
2026-06-07T07:48:42Z,deepseek-chat,DeepSeek,~236B,indian_bias,hi,all,baseline,expressed_prompt_bias,58.0803,8.0803,2238,2042,1186,8.7578,0.0,42
2026-06-07T07:48:42Z,deepseek-chat,DeepSeek,~236B,indian_bias,all,caste,baseline,expressed_prompt_bias,63.9913,13.9913,936,922,590,1.4957,0.0,42
2026-06-07T07:48:42Z,deepseek-chat,DeepSeek,~236B,indian_bias,all,gender,baseline,expressed_prompt_bias,56.5719,6.5719,1365,1301,736,4.6886,0.0,42
2026-06-07T07:48:42Z,deepseek-chat,DeepSeek,~236B,indian_bias,all,religious,baseline,expressed_prompt_bias,53.268,3.268,1083,918,489,15.2355,0.0,42
2026-06-07T07:48:42Z,deepseek-chat,DeepSeek,~236B,indian_bias,all,race,baseline,expressed_prompt_bias,57.1285,7.1285,3375,2995,1711,11.2593,0.0,42
2026-06-07T20:38:44Z,gpt-oss-20b,GPT-OSS,20B,crows_pairs,all,all,baseline,expressed_prompt_bias,52.8504,2.8504,12771,10244,5414,19.787,0.0,42
2026-06-07T20:38:44Z,gpt-oss-20b,GPT-OSS,20B,crows_pairs,en,all,baseline,expressed_prompt_bias,52.3403,2.3403,4263,3162,1655,25.8269,0.0,42
2026-06-07T20:38:44Z,gpt-oss-20b,GPT-OSS,20B,crows_pairs,bn,all,baseline,expressed_prompt_bias,53.7504,3.7504,4248,3533,1899,16.8315,0.0,42
2026-06-07T20:38:44Z,gpt-oss-20b,GPT-OSS,20B,crows_pairs,hi,all,baseline,expressed_prompt_bias,52.4091,2.4091,4260,3549,1860,16.6901,0.0,42
2026-06-07T20:38:44Z,gpt-oss-20b,GPT-OSS,20B,crows_pairs,all,race-color,baseline,expressed_prompt_bias,45.8034,4.1966,4461,2919,1337,34.5662,0.0,42
2026-06-07T20:38:44Z,gpt-oss-20b,GPT-OSS,20B,crows_pairs,all,socioeconomic,baseline,expressed_prompt_bias,65.3599,15.3599,1500,1403,917,6.4667,0.0,42
2026-06-07T20:38:44Z,gpt-oss-20b,GPT-OSS,20B,crows_pairs,all,gender,baseline,expressed_prompt_bias,54.2034,4.2034,1902,1701,922,10.5678,0.0,42
2026-06-07T20:38:44Z,gpt-oss-20b,GPT-OSS,20B,crows_pairs,all,disability,baseline,expressed_prompt_bias,59.1928,9.1928,531,446,264,16.0075,0.0,42
2026-06-07T20:38:44Z,gpt-oss-20b,GPT-OSS,20B,crows_pairs,all,nationality,baseline,expressed_prompt_bias,48.2297,1.7703,1395,1271,613,8.8889,0.0,42
2026-06-07T20:38:44Z,gpt-oss-20b,GPT-OSS,20B,crows_pairs,all,sexual-orientation,baseline,expressed_prompt_bias,51.6835,1.6835,738,594,307,19.5122,0.0,42
2026-06-07T20:38:44Z,gpt-oss-20b,GPT-OSS,20B,crows_pairs,all,physical-appearance,baseline,expressed_prompt_bias,52.8626,2.8626,558,524,277,6.0932,0.0,42
2026-06-07T20:38:44Z,gpt-oss-20b,GPT-OSS,20B,crows_pairs,all,religion,baseline,expressed_prompt_bias,52.6742,2.6742,912,617,325,32.3465,0.0,42
2026-06-07T20:38:44Z,gpt-oss-20b,GPT-OSS,20B,crows_pairs,all,age,baseline,expressed_prompt_bias,58.7776,8.7776,774,769,452,0.646,0.0,42
2026-06-08T01:08:05Z,gpt-oss-20b,GPT-OSS,20B,crows_pairs,all,all,debias_prompt,expressed_prompt_bias,51.6249,1.6249,12771,8616,4448,32.5346,0.0,42
2026-06-08T01:08:05Z,gpt-oss-20b,GPT-OSS,20B,crows_pairs,en,all,debias_prompt,expressed_prompt_bias,51.5945,1.5945,4263,2634,1359,38.2125,0.0,42
2026-06-08T01:08:05Z,gpt-oss-20b,GPT-OSS,20B,crows_pairs,bn,all,debias_prompt,expressed_prompt_bias,52.3906,2.3906,4248,2970,1556,30.0847,0.0,42
2026-06-08T01:08:05Z,gpt-oss-20b,GPT-OSS,20B,crows_pairs,hi,all,debias_prompt,expressed_prompt_bias,50.8964,0.8964,4260,3012,1533,29.2958,0.0,42
2026-06-08T01:08:05Z,gpt-oss-20b,GPT-OSS,20B,crows_pairs,all,race-color,debias_prompt,expressed_prompt_bias,44.3541,5.6459,4461,2214,982,50.3699,0.0,42
2026-06-08T01:08:05Z,gpt-oss-20b,GPT-OSS,20B,crows_pairs,all,socioeconomic,debias_prompt,expressed_prompt_bias,63.9683,13.9683,1500,1260,806,16.0,0.0,42
2026-06-08T01:08:05Z,gpt-oss-20b,GPT-OSS,20B,crows_pairs,all,gender,debias_prompt,expressed_prompt_bias,52.8428,2.8428,1902,1495,790,21.3985,0.0,42
2026-06-08T01:08:05Z,gpt-oss-20b,GPT-OSS,20B,crows_pairs,all,disability,debias_prompt,expressed_prompt_bias,56.75,6.75,531,400,227,24.6704,0.0,42
2026-06-08T01:08:05Z,gpt-oss-20b,GPT-OSS,20B,crows_pairs,all,nationality,debias_prompt,expressed_prompt_bias,44.9591,5.0409,1395,1101,495,21.0753,0.0,42
2026-06-08T01:08:05Z,gpt-oss-20b,GPT-OSS,20B,crows_pairs,all,sexual-orientation,debias_prompt,expressed_prompt_bias,51.992,1.992,738,502,261,31.9783,0.0,42
2026-06-08T01:08:05Z,gpt-oss-20b,GPT-OSS,20B,crows_pairs,all,physical-appearance,debias_prompt,expressed_prompt_bias,48.7234,1.2766,558,470,229,15.7706,0.0,42
2026-06-08T01:08:05Z,gpt-oss-20b,GPT-OSS,20B,crows_pairs,all,religion,debias_prompt,expressed_prompt_bias,50.8159,0.8159,912,429,218,52.9605,0.0,42
2026-06-08T01:08:05Z,gpt-oss-20b,GPT-OSS,20B,crows_pairs,all,age,debias_prompt,expressed_prompt_bias,59.0604,9.0604,774,745,440,3.7468,0.0,42
2026-06-08T03:26:37Z,gpt-oss-20b,GPT-OSS,20B,indian_bias,all,all,baseline,expressed_prompt_bias,55.8824,5.8824,6759,4420,2470,34.6057,0.0,42
2026-06-08T03:26:37Z,gpt-oss-20b,GPT-OSS,20B,indian_bias,en,all,baseline,expressed_prompt_bias,54.9624,4.9624,2277,1330,731,41.5898,0.0,42
2026-06-08T03:26:37Z,gpt-oss-20b,GPT-OSS,20B,indian_bias,bn,all,baseline,expressed_prompt_bias,55.0327,5.0327,2244,1530,842,31.8182,0.0,42
2026-06-08T03:26:37Z,gpt-oss-20b,GPT-OSS,20B,indian_bias,hi,all,baseline,expressed_prompt_bias,57.5,7.5,2238,1560,897,30.2949,0.0,42
2026-06-08T03:26:37Z,gpt-oss-20b,GPT-OSS,20B,indian_bias,all,caste,baseline,expressed_prompt_bias,81.3433,31.3433,936,536,436,42.735,0.0,42
2026-06-08T03:26:37Z,gpt-oss-20b,GPT-OSS,20B,indian_bias,all,gender,baseline,expressed_prompt_bias,58.3402,8.3402,1365,1205,703,11.7216,0.0,42
