src,dst,relation,weight
group::en::mexican,group::hi::मैक्सिकन,same_as,1
group::en::white,group::hi::गोरा,same_as,1
context::crows_pairs::5::en::race-color,context::crows_pairs::5::hi::race-color,same_as,1
group::en::mexican,group::bn::মেক্সিকান,same_as,1
context::crows_pairs::5::en::race-color,context::crows_pairs::5::bn::race-color,same_as,1
group::hi::मैक्सिकन,group::bn::মেক্সিকান,same_as,1
group::hi::गोरा,group::bn::সাদা,same_as,1
context::crows_pairs::5::hi::race-color,context::crows_pairs::5::bn::race-color,same_as,1
group::en::retarded,group::hi::मंदबुद्धि,same_as,1
group::en::travelling,group::hi::यात्रा कर रहा था,same_as,1
context::crows_pairs::6::en::disability,context::crows_pairs::6::hi::disability,same_as,1
group::en::retarded,group::bn::প্রতিবন্ধী,same_as,1
group::en::travelling,group::bn::ভ্রমণে,same_as,1
context::crows_pairs::6::en::disability,context::crows_pairs::6::bn::disability,same_as,1
group::hi::मंदबुद्धि,group::bn::প্রতিবন্ধী,same_as,1
group::hi::यात्रा कर रहा था,group::bn::ভ্রমণে,same_as,1
context::crows_pairs::6::hi::disability,context::crows_pairs::6::bn::disability,same_as,1
context::crows_pairs::7::en::race-color,context::crows_pairs::7::hi::race-color,same_as,1
context::crows_pairs::7::en::race-color,context::crows_pairs::7::bn::race-color,same_as,1
context::crows_pairs::7::hi::race-color,context::crows_pairs::7::bn::race-color,same_as,1
group::en::blacks,group::hi::अश्वेत,same_as,1
group::en::whites,group::hi::गोरे,same_as,1
context::crows_pairs::8::en::race-color,context::crows_pairs::8::hi::race-color,same_as,1
group::en::blacks,group::bn::কালোরা,same_as,1
group::en::whites,group::bn::সাদারা,same_as,1
context::crows_pairs::8::en::race-color,context::crows_pairs::8::bn::race-color,same_as,1
group::hi::अश्वेत,group::bn::কালোরা,same_as,1
group::hi::गोरे,group::bn::সাদারা,same_as,1
context::crows_pairs::8::hi::race-color,context::crows_pairs::8::bn::race-color,same_as,1
group::en::undocumented,group::hi::अवैध प्रवासी,same_as,1
group::en::a citizen,group::hi::एक नागरिक,same_as,1
context::crows_pairs::9::en::nationality,context::crows_pairs::9::hi::nationality,same_as,1
group::en::undocumented,group::bn::অনথ্রপিত,same_as,1
group::en::a citizen,group::bn::নাগরিক,same_as,1
context::crows_pairs::9::en::nationality,context::crows_pairs::9::bn::nationality,same_as,1
group::hi::अवैध प्रवासी,group::bn::অনথ্রপিত,same_as,1
group::hi::एक नागरिक,group::bn::নাগরিক,same_as,1
context::crows_pairs::9::hi::nationality,context::crows_pairs::9::bn::nationality,same_as,1
group::en::blacks,group::hi::काले लोग,same_as,1
group::en::whites,group::hi::गोरे लोग,same_as,1
context::crows_pairs::10::en::race-color,context::crows_pairs::10::hi::race-color,same_as,1
context::crows_pairs::10::en::race-color,context::crows_pairs::10::bn::race-color,same_as,1
group::hi::काले लोग,group::bn::কালোরা,same_as,1
group::hi::गोरे लोग,group::bn::সাদারা,same_as,1
context::crows_pairs::10::hi::race-color,context::crows_pairs::10::bn::race-color,same_as,1
group::en::jamal,group::hi::जमाल,same_as,1
group::en::john,group::hi::जॉन,same_as,1
context::crows_pairs::11::en::race-color,context::crows_pairs::11::hi::race-color,same_as,1
group::en::jamal,group::bn::জামাল,same_as,1
group::en::john,group::bn::জন,same_as,1
context::crows_pairs::11::en::race-color,context::crows_pairs::11::bn::race-color,same_as,1
group::hi::जमाल,group::bn::জামাল,same_as,1
group::hi::जॉन,group::bn::জন,same_as,1
context::crows_pairs::11::hi::race-color,context::crows_pairs::11::bn::race-color,same_as,1
group::en::hispanics,group::hi::हिस्पैनिक,same_as,1
context::crows_pairs::12::en::race-color,context::crows_pairs::12::hi::race-color,same_as,1
group::en::hispanics,group::bn::হিস্পানিকরা,same_as,1
group::en::whites,group::bn::শ্বেতাঙ্গরা,same_as,1
context::crows_pairs::12::en::race-color,context::crows_pairs::12::bn::race-color,same_as,1
group::hi::हिस्पैनिक,group::bn::হিস্পানিকরা,same_as,1
group::hi::गोरे,group::bn::শ্বেতাঙ্গরা,same_as,1
context::crows_pairs::12::hi::race-color,context::crows_pairs::12::bn::race-color,same_as,1
group::en::women,group::hi::महिला,same_as,1
group::en::men,group::hi::पुरुष,same_as,1
context::crows_pairs::13::en::gender,context::crows_pairs::13::hi::gender,same_as,1
group::en::women,group::bn::মহিলারা,same_as,1
group::en::men,group::bn::পুরুষরা,same_as,1
context::crows_pairs::13::en::gender,context::crows_pairs::13::bn::gender,same_as,1
group::hi::महिला,group::bn::মহিলারা,same_as,1
group::hi::पुरुष,group::bn::পুরুষরা,same_as,1
context::crows_pairs::13::hi::gender,context::crows_pairs::13::bn::gender,same_as,1
group::en::iraq,group::hi::इराक,same_as,1
group::en::canada,group::hi::कनाडा,same_as,1
context::crows_pairs::14::en::nationality,context::crows_pairs::14::hi::nationality,same_as,1
group::en::iraq,group::bn::ইরাক,same_as,1
group::en::canada,group::bn::কানাডা,same_as,1
context::crows_pairs::14::en::nationality,context::crows_pairs::14::bn::nationality,same_as,1
group::hi::इराक,group::bn::ইরাক,same_as,1
group::hi::कनाडा,group::bn::কানাডা,same_as,1
context::crows_pairs::14::hi::nationality,context::crows_pairs::14::bn::nationality,same_as,1
group::en::two women,group::hi::दो महिलाओं,same_as,1
group::en::a man and woman,group::hi::एक पुरुष और महिला,same_as,1
context::crows_pairs::15::en::sexual-orientation,context::crows_pairs::15::hi::sexual-orientation,same_as,1
group::en::two women,group::bn::দুই নারীর,same_as,1
group::en::a man and woman,group::bn::একজন পুরুষ ও একজন নারীর,same_as,1
context::crows_pairs::15::en::sexual-orientation,context::crows_pairs::15::bn::sexual-orientation,same_as,1
group::hi::दो महिलाओं,group::bn::দুই নারীর,same_as,1
group::hi::एक पुरुष और महिला,group::bn::একজন পুরুষ ও একজন নারীর,same_as,1
context::crows_pairs::15::hi::sexual-orientation,context::crows_pairs::15::bn::sexual-orientation,same_as,1
"group::en::tiny, yet","group::hi::छोटा, फिर भी",same_as,1
group::en::monstrous,group::hi::भयानक,same_as,1
context::crows_pairs::16::en::physical-appearance,context::crows_pairs::16::hi::physical-appearance,same_as,1
"group::en::tiny, yet","group::bn::ছোট, তবুও",same_as,1
group::en::monstrous,group::bn::দানবীয়,same_as,1
context::crows_pairs::16::en::physical-appearance,context::crows_pairs::16::bn::physical-appearance,same_as,1
"group::hi::छोटा, फिर भी","group::bn::ছোট, তবুও",same_as,1
group::hi::भयानक,group::bn::দানবীয়,same_as,1
context::crows_pairs::16::hi::physical-appearance,context::crows_pairs::16::bn::physical-appearance,same_as,1
group::en::carl,group::hi::कार्ल,same_as,1
context::crows_pairs::17::en::race-color,context::crows_pairs::17::hi::race-color,same_as,1
group::en::carl,group::bn::কার্ল,same_as,1
context::crows_pairs::17::en::race-color,context::crows_pairs::17::bn::race-color,same_as,1
group::hi::कार्ल,group::bn::কার্ল,same_as,1
context::crows_pairs::17::hi::race-color,context::crows_pairs::17::bn::race-color,same_as,1
group::en::wheelchair,group::hi::व्हीलचेयर,same_as,1
group::en::wheelbarrow,group::hi::व्हीलबैरौ,same_as,1
context::crows_pairs::18::en::disability,context::crows_pairs::18::hi::disability,same_as,1
group::en::wheelchair,group::bn::হুইলচেয়ার,same_as,1
group::en::wheelbarrow,group::bn::হুইল ব্যারো,same_as,1
context::crows_pairs::18::en::disability,context::crows_pairs::18::bn::disability,same_as,1
group::hi::व्हीलचेयर,group::bn::হুইলচেয়ার,same_as,1
group::hi::व्हीलबैरौ,group::bn::হুইল ব্যারো,same_as,1
context::crows_pairs::18::hi::disability,context::crows_pairs::18::bn::disability,same_as,1
group::en::black rapper,group::hi::काले रैपर,same_as,1
group::en::white singer,group::hi::श्वेत गायक,same_as,1
context::crows_pairs::19::en::race-color,context::crows_pairs::19::hi::race-color,same_as,1
group::en::black rapper,group::bn::কালো র্যাপার,same_as,1
group::en::white singer,group::bn::সাদা গায়ক,same_as,1
context::crows_pairs::19::en::race-color,context::crows_pairs::19::bn::race-color,same_as,1
group::hi::काले रैपर,group::bn::কালো র্যাপার,same_as,1
group::hi::श्वेत गायक,group::bn::সাদা গায়ক,same_as,1
context::crows_pairs::19::hi::race-color,context::crows_pairs::19::bn::race-color,same_as,1
group::en::mom thanksgiving,group::hi::माँ थैंक्सगिविंग,same_as,1
group::en::dad thanksgiving,group::hi::पिताजी थैंक्सगिविंग,same_as,1
context::crows_pairs::20::en::gender,context::crows_pairs::20::hi::gender,same_as,1
group::en::mom thanksgiving,group::bn::মা থ্যাঙ্কসগিভিং,same_as,1
group::en::dad thanksgiving,group::bn::বাবা থ্যাঙ্কসগিভিং,same_as,1
context::crows_pairs::20::en::gender,context::crows_pairs::20::bn::gender,same_as,1
group::hi::माँ थैंक्सगिविंग,group::bn::মা থ্যাঙ্কসগিভিং,same_as,1
group::hi::पिताजी थैंक्सगिविंग,group::bn::বাবা থ্যাঙ্কসগিভিং,same_as,1
context::crows_pairs::20::hi::gender,context::crows_pairs::20::bn::gender,same_as,1
group::en::fashion model,group::hi::फ़ैशन मॉडल,same_as,1
group::en::landscaper,group::hi::लैंडस्केपर,same_as,1
context::crows_pairs::21::en::socioeconomic,context::crows_pairs::21::hi::socioeconomic,same_as,1
group::en::fashion model,group::bn::ফ্যাশন মডেল,same_as,1
group::en::landscaper,group::bn::ল্যান্ডস্কেপার,same_as,1
context::crows_pairs::21::en::socioeconomic,context::crows_pairs::21::bn::socioeconomic,same_as,1
group::hi::फ़ैशन मॉडल,group::bn::ফ্যাশন মডেল,same_as,1
group::hi::लैंडस्केपर,group::bn::ল্যান্ডস্কেপার,same_as,1
context::crows_pairs::21::hi::socioeconomic,context::crows_pairs::21::bn::socioeconomic,same_as,1
context::crows_pairs::22::en::socioeconomic,context::crows_pairs::22::hi::socioeconomic,same_as,1
context::crows_pairs::22::en::socioeconomic,context::crows_pairs::22::bn::socioeconomic,same_as,1
context::crows_pairs::22::hi::socioeconomic,context::crows_pairs::22::bn::socioeconomic,same_as,1
group::en::africa,group::hi::आफ्रिका,same_as,1
group::en::england,group::hi::अंग्लेंड,same_as,1
context::crows_pairs::23::en::nationality,context::crows_pairs::23::hi::nationality,same_as,1
group::en::africa,group::bn::আফ্রিকা,same_as,1
group::en::england,group::bn::ইংল্যান্ড,same_as,1
context::crows_pairs::23::en::nationality,context::crows_pairs::23::bn::nationality,same_as,1
group::hi::आफ्रिका,group::bn::আফ্রিকা,same_as,1
group::hi::अंग्लेंड,group::bn::ইংল্যান্ড,same_as,1
context::crows_pairs::23::hi::nationality,context::crows_pairs::23::bn::nationality,same_as,1
group::en::jen her,group::hi::जेन उसकी,same_as,1
group::en::bill his,group::hi::बिल उसका,same_as,1
context::crows_pairs::24::en::gender,context::crows_pairs::24::hi::gender,same_as,1
group::en::jen her,group::bn::জেন তার,same_as,1
group::en::bill his,group::bn::বিল তার,same_as,1
context::crows_pairs::24::en::gender,context::crows_pairs::24::bn::gender,same_as,1
group::hi::जेन उसकी,group::bn::জেন তার,same_as,1
group::hi::बिल उसका,group::bn::বিল তার,same_as,1
context::crows_pairs::24::hi::gender,context::crows_pairs::24::bn::gender,same_as,1
group::en::melissa her,group::hi::melissa उसे,same_as,1
group::en::josh his,group::hi::josh उसे,same_as,1
context::crows_pairs::25::en::gender,context::crows_pairs::25::hi::gender,same_as,1
group::en::melissa her,group::bn::মেলিসা তার,same_as,1
group::en::josh his,group::bn::জশ তার,same_as,1
context::crows_pairs::25::en::gender,context::crows_pairs::25::bn::gender,same_as,1
group::hi::melissa उसे,group::bn::মেলিসা তার,same_as,1
group::hi::josh उसे,group::bn::জশ তার,same_as,1
context::crows_pairs::25::hi::gender,context::crows_pairs::25::bn::gender,same_as,1
group::en::a mexican,group::hi::एक मैक्सिकन,same_as,1
group::en::an american,group::hi::एक अमेरिकी,same_as,1
context::crows_pairs::26::en::nationality,context::crows_pairs::26::hi::nationality,same_as,1
group::en::a mexican,group::bn::একজন মেক্সিকান,same_as,1
group::en::an american,group::bn::একজন আমেরিকান,same_as,1
context::crows_pairs::26::en::nationality,context::crows_pairs::26::bn::nationality,same_as,1
group::hi::एक मैक्सिकन,group::bn::একজন মেক্সিকান,same_as,1
group::hi::एक अमेरिकी,group::bn::একজন আমেরিকান,same_as,1
context::crows_pairs::26::hi::nationality,context::crows_pairs::26::bn::nationality,same_as,1
group::en::cheryl,group::hi::शेरिल,same_as,1
context::crows_pairs::27::en::gender,context::crows_pairs::27::hi::gender,same_as,1
group::en::cheryl,group::bn::চেরিল,same_as,1
context::crows_pairs::27::en::gender,context::crows_pairs::27::bn::gender,same_as,1
group::hi::शेरिल,group::bn::চেরিল,same_as,1
context::crows_pairs::27::hi::gender,context::crows_pairs::27::bn::gender,same_as,1
group::en::with,group::hi::के साथ,same_as,1
group::en::without,group::hi::के बिना,same_as,1
context::crows_pairs::28::en::disability,context::crows_pairs::28::hi::disability,same_as,1
group::en::with,group::bn::সহ,same_as,1
group::en::without,group::bn::ছাড়া,same_as,1
context::crows_pairs::28::en::disability,context::crows_pairs::28::bn::disability,same_as,1
group::hi::के साथ,group::bn::সহ,same_as,1
group::hi::के बिना,group::bn::ছাড়া,same_as,1
context::crows_pairs::28::hi::disability,context::crows_pairs::28::bn::disability,same_as,1
context::crows_pairs::29::en::socioeconomic,context::crows_pairs::29::hi::socioeconomic,same_as,1
context::crows_pairs::29::en::socioeconomic,context::crows_pairs::29::bn::socioeconomic,same_as,1
context::crows_pairs::29::hi::socioeconomic,context::crows_pairs::29::bn::socioeconomic,same_as,1
group::en::jenny,group::hi::जेनी,same_as,1
group::en::alex,group::hi::एलेक्स,same_as,1
context::crows_pairs::30::en::gender,context::crows_pairs::30::hi::gender,same_as,1
group::en::jenny,group::bn::জেনি,same_as,1
group::en::alex,group::bn::অ্যালেক্স,same_as,1
context::crows_pairs::30::en::gender,context::crows_pairs::30::bn::gender,same_as,1
group::hi::जेनी,group::bn::জেনি,same_as,1
group::hi::एलेक्स,group::bn::অ্যালেক্স,same_as,1
context::crows_pairs::30::hi::gender,context::crows_pairs::30::bn::gender,same_as,1
group::en::koreans though,group::hi::koreans हालांकि,same_as,1
group::en::jews though,group::hi::jews हालांकि,same_as,1
context::crows_pairs::31::en::religion,context::crows_pairs::31::hi::religion,same_as,1
group::en::koreans though,group::bn::কোরিয়ানরা যদিও,same_as,1
group::en::jews though,group::bn::ইহুদিরা যদিও,same_as,1
context::crows_pairs::31::en::religion,context::crows_pairs::31::bn::religion,same_as,1
group::hi::koreans हालांकि,group::bn::কোরিয়ানরা যদিও,same_as,1
group::hi::jews हालांकि,group::bn::ইহুদিরা যদিও,same_as,1
context::crows_pairs::31::hi::religion,context::crows_pairs::31::bn::religion,same_as,1
group::en::blonde,group::hi::गोरी,same_as,1
group::en::brunette,group::hi::सांवली,same_as,1
context::crows_pairs::32::en::physical-appearance,context::crows_pairs::32::hi::physical-appearance,same_as,1
group::en::blonde,group::bn::স্বর্ণকেশী,same_as,1
group::en::brunette,group::bn::কালো চুলের,same_as,1
context::crows_pairs::32::en::physical-appearance,context::crows_pairs::32::bn::physical-appearance,same_as,1
group::hi::गोरी,group::bn::স্বর্ণকেশী,same_as,1
group::hi::सांवली,group::bn::কালো চুলের,same_as,1
context::crows_pairs::32::hi::physical-appearance,context::crows_pairs::32::bn::physical-appearance,same_as,1
group::en::old,group::hi::बूढ़े,same_as,1
group::en::young,group::hi::जवान,same_as,1
context::crows_pairs::33::en::age,context::crows_pairs::33::hi::age,same_as,1
group::en::old,group::bn::বয়স্ক,same_as,1
group::en::young,group::bn::তরুণ,same_as,1
context::crows_pairs::33::en::age,context::crows_pairs::33::bn::age,same_as,1
group::hi::बूढ़े,group::bn::বয়স্ক,same_as,1
group::hi::जवान,group::bn::তরুণ,same_as,1
context::crows_pairs::33::hi::age,context::crows_pairs::33::bn::age,same_as,1
group::en::asian,group::hi::एशियाई,same_as,1
group::en::white,group::hi::श्वेत,same_as,1
context::crows_pairs::34::en::race-color,context::crows_pairs::34::hi::race-color,same_as,1
group::en::asian,group::bn::এশীয়,same_as,1
group::en::white,group::bn::শ্বেতাঙ্গ,same_as,1
context::crows_pairs::34::en::race-color,context::crows_pairs::34::bn::race-color,same_as,1
group::hi::एशियाई,group::bn::এশীয়,same_as,1
group::hi::श्वेत,group::bn::শ্বেতাঙ্গ,same_as,1
context::crows_pairs::34::hi::race-color,context::crows_pairs::34::bn::race-color,same_as,1
group::en::large,group::hi::बड़ा,same_as,1
group::en::small,group::hi::छोटा,same_as,1
context::crows_pairs::35::en::physical-appearance,context::crows_pairs::35::hi::physical-appearance,same_as,1
group::en::large,group::bn::বড়,same_as,1
group::en::small,group::bn::ছোট,same_as,1
context::crows_pairs::35::en::physical-appearance,context::crows_pairs::35::bn::physical-appearance,same_as,1
group::hi::बड़ा,group::bn::বড়,same_as,1
group::hi::छोटा,group::bn::ছোট,same_as,1
context::crows_pairs::35::hi::physical-appearance,context::crows_pairs::35::bn::physical-appearance,same_as,1
context::crows_pairs::36::en::gender,context::crows_pairs::36::hi::gender,same_as,1
context::crows_pairs::36::en::gender,context::crows_pairs::36::bn::gender,same_as,1
context::crows_pairs::36::hi::gender,context::crows_pairs::36::bn::gender,same_as,1
group::en::amish,group::hi::अमीश,same_as,1
group::en::christian,group::hi::ईसाई,same_as,1
context::crows_pairs::37::en::religion,context::crows_pairs::37::hi::religion,same_as,1
group::en::amish,group::bn::আমিশ,same_as,1
group::en::christian,group::bn::খ্রিস্টান,same_as,1
context::crows_pairs::37::en::religion,context::crows_pairs::37::bn::religion,same_as,1
group::hi::अमीश,group::bn::আমিশ,same_as,1
group::hi::ईसाई,group::bn::খ্রিস্টান,same_as,1
context::crows_pairs::37::hi::religion,context::crows_pairs::37::bn::religion,same_as,1
group::en::overweight,group::hi::मोटा,same_as,1
group::en::buff,group::hi::गठीला,same_as,1
context::crows_pairs::38::en::physical-appearance,context::crows_pairs::38::hi::physical-appearance,same_as,1
group::en::overweight,group::bn::স্থূল,same_as,1
group::en::buff,group::bn::মাংসল/শক্তিশালী,same_as,1
context::crows_pairs::38::en::physical-appearance,context::crows_pairs::38::bn::physical-appearance,same_as,1
group::hi::मोटा,group::bn::স্থূল,same_as,1
group::hi::गठीला,group::bn::মাংসল/শক্তিশালী,same_as,1
context::crows_pairs::38::hi::physical-appearance,context::crows_pairs::38::bn::physical-appearance,same_as,1
group::en::slim,group::hi::पतली,same_as,1
group::en::fat,group::hi::मोटी,same_as,1
context::crows_pairs::39::en::physical-appearance,context::crows_pairs::39::hi::physical-appearance,same_as,1
group::en::slim,group::bn::স্লিম,same_as,1
group::en::fat,group::bn::মোটা,same_as,1
context::crows_pairs::39::en::physical-appearance,context::crows_pairs::39::bn::physical-appearance,same_as,1
group::hi::पतली,group::bn::স্লিম,same_as,1
group::hi::मोटी,group::bn::মোটা,same_as,1
context::crows_pairs::39::hi::physical-appearance,context::crows_pairs::39::bn::physical-appearance,same_as,1
group::en::afro-american,group::hi::अफ्रो-अमेरिकी,same_as,1
group::en::caucasian,group::hi::कोकेशियन,same_as,1
context::crows_pairs::40::en::race-color,context::crows_pairs::40::hi::race-color,same_as,1
group::en::afro-american,group::bn::আফ্রো-আমেরিকান,same_as,1
group::en::caucasian,group::bn::ককেশীয়,same_as,1
context::crows_pairs::40::en::race-color,context::crows_pairs::40::bn::race-color,same_as,1
group::hi::अफ्रो-अमेरिकी,group::bn::আফ্রো-আমেরিকান,same_as,1
group::hi::कोकेशियन,group::bn::ককেশীয়,same_as,1
context::crows_pairs::40::hi::race-color,context::crows_pairs::40::bn::race-color,same_as,1
group::en::with,group::hi::साथ,same_as,1
group::en::without,group::hi::बिना,same_as,1
context::crows_pairs::41::en::disability,context::crows_pairs::41::hi::disability,same_as,1
context::crows_pairs::41::en::disability,context::crows_pairs::41::bn::disability,same_as,1
group::hi::साथ,group::bn::সহ,same_as,1
group::hi::बिना,group::bn::ছাড়া,same_as,1
context::crows_pairs::41::hi::disability,context::crows_pairs::41::bn::disability,same_as,1
context::crows_pairs::42::en::gender,context::crows_pairs::42::hi::gender,same_as,1
group::en::men,group::bn::পুরুষ,same_as,1
group::en::women,group::bn::নারী,same_as,1
context::crows_pairs::42::en::gender,context::crows_pairs::42::bn::gender,same_as,1
group::hi::पुरुष,group::bn::পুরুষ,same_as,1
group::hi::महिला,group::bn::নারী,same_as,1
context::crows_pairs::42::hi::gender,context::crows_pairs::42::bn::gender,same_as,1
group::en::andrew to,group::hi::एंड्रयू,same_as,1
group::en::carly,group::hi::कार्ली,same_as,1
context::crows_pairs::43::en::sexual-orientation,context::crows_pairs::43::hi::sexual-orientation,same_as,1
group::en::andrew to,group::bn::অ্যান্ড্রু,same_as,1
group::en::carly,group::bn::কার্লি,same_as,1
context::crows_pairs::43::en::sexual-orientation,context::crows_pairs::43::bn::sexual-orientation,same_as,1
group::hi::एंड्रयू,group::bn::অ্যান্ড্রু,same_as,1
group::hi::कार्ली,group::bn::কার্লি,same_as,1
context::crows_pairs::43::hi::sexual-orientation,context::crows_pairs::43::bn::sexual-orientation,same_as,1
group::en::short,group::hi::छोटी,same_as,1
group::en::tall,group::hi::लंबी,same_as,1
context::crows_pairs::44::en::physical-appearance,context::crows_pairs::44::hi::physical-appearance,same_as,1
group::en::short,group::bn::খাটো,same_as,1
group::en::tall,group::bn::লম্বা,same_as,1
context::crows_pairs::44::en::physical-appearance,context::crows_pairs::44::bn::physical-appearance,same_as,1
group::hi::छोटी,group::bn::খাটো,same_as,1
group::hi::लंबी,group::bn::লম্বা,same_as,1
context::crows_pairs::44::hi::physical-appearance,context::crows_pairs::44::bn::physical-appearance,same_as,1
context::crows_pairs::45::en::gender,context::crows_pairs::45::hi::gender,same_as,1
context::crows_pairs::45::en::gender,context::crows_pairs::45::bn::gender,same_as,1
context::crows_pairs::45::hi::gender,context::crows_pairs::45::bn::gender,same_as,1
group::en::latinos,group::hi::लैटिनो,same_as,1
group::en::white americans,group::hi::गोरे अमेरिकी,same_as,1
context::crows_pairs::46::en::race-color,context::crows_pairs::46::hi::race-color,same_as,1
group::en::latinos,group::bn::ল্যাটিনোরা,same_as,1
group::en::white americans,group::bn::শ্বেতাঙ্গ আমেরিকানরা,same_as,1
context::crows_pairs::46::en::race-color,context::crows_pairs::46::bn::race-color,same_as,1
group::hi::लैटिनो,group::bn::ল্যাটিনোরা,same_as,1
group::hi::गोरे अमेरिकी,group::bn::শ্বেতাঙ্গ আমেরিকানরা,same_as,1
context::crows_pairs::46::hi::race-color,context::crows_pairs::46::bn::race-color,same_as,1
group::en::jerome up,group::hi::जेरोम,same_as,1
group::en::tom,group::hi::टॉम,same_as,1
context::crows_pairs::47::en::race-color,context::crows_pairs::47::hi::race-color,same_as,1
group::en::jerome up,group::bn::জেরোম আপ,same_as,1
group::en::tom,group::bn::টম,same_as,1
context::crows_pairs::47::en::race-color,context::crows_pairs::47::bn::race-color,same_as,1
group::hi::जेरोम,group::bn::জেরোম আপ,same_as,1
group::hi::टॉम,group::bn::টম,same_as,1
context::crows_pairs::47::hi::race-color,context::crows_pairs::47::bn::race-color,same_as,1
context::crows_pairs::48::en::race-color,context::crows_pairs::48::hi::race-color,same_as,1
context::crows_pairs::48::en::race-color,context::crows_pairs::48::bn::race-color,same_as,1
context::crows_pairs::48::hi::race-color,context::crows_pairs::48::bn::race-color,same_as,1
group::en::american,group::hi::अमेरिकन,same_as,1
context::crows_pairs::49::en::nationality,context::crows_pairs::49::hi::nationality,same_as,1
group::en::american,group::bn::আমেরিকান,same_as,1
context::crows_pairs::49::en::nationality,context::crows_pairs::49::bn::nationality,same_as,1
group::hi::अमेरिकन,group::bn::আমেরিকান,same_as,1
context::crows_pairs::49::hi::nationality,context::crows_pairs::49::bn::nationality,same_as,1
group::en::18,group::hi::18,same_as,1
group::en::30,group::hi::30,same_as,1
context::crows_pairs::50::en::age,context::crows_pairs::50::hi::age,same_as,1
group::en::18,group::bn::১৮,same_as,1
group::en::30,group::bn::৩০,same_as,1
context::crows_pairs::50::en::age,context::crows_pairs::50::bn::age,same_as,1
group::hi::18,group::bn::১৮,same_as,1
group::hi::30,group::bn::৩০,same_as,1
context::crows_pairs::50::hi::age,context::crows_pairs::50::bn::age,same_as,1
group::en::african american,group::hi::अफ्रीकी अमेरिकन,same_as,1
group::en::norse,group::hi::नोर्स,same_as,1
context::crows_pairs::51::en::race-color,context::crows_pairs::51::hi::race-color,same_as,1
group::en::african american,group::bn::আফ্রিকান-আমেরিকান,same_as,1
group::en::norse,group::bn::নর্স,same_as,1
context::crows_pairs::51::en::race-color,context::crows_pairs::51::bn::race-color,same_as,1
group::hi::अफ्रीकी अमेरिकन,group::bn::আফ্রিকান-আমেরিকান,same_as,1
group::hi::नोर्स,group::bn::নর্স,same_as,1
context::crows_pairs::51::hi::race-color,context::crows_pairs::51::bn::race-color,same_as,1
group::en::new yorker,group::hi::न्यू यॉर्कर,same_as,1
context::crows_pairs::52::en::nationality,context::crows_pairs::52::hi::nationality,same_as,1
group::en::new yorker,group::bn::নিউ ইয়র্কার,same_as,1
context::crows_pairs::52::en::nationality,context::crows_pairs::52::bn::nationality,same_as,1
